"https://www.ted.com/talks/robin_morgan_4_powerful_poems_about_parkinson_s_and_growing_older
","when poet robin morgan found herself face parkinson’ diseas , she distil her experi into these four quietli power poem — medit on age , loss , and the simpl power of notic . "
"https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world
","somersault manta ray , dash dolphin , swarm school of fish and munch shark inhabit a world beneath the ocean 's surfac that few get a chanc to see. conserv photograph thoma peschak visit incred seascap around the world , and hi photo reveal these hidden ecosystems. `` you ca n't love someth and becom a champion for it if you do n't know it exist , '' he says. join peschak in a new , immers ted talk format as he share hi stun work and hi dream for a futur of respect coexist with the ocean . "
"https://www.ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising
","african growth is a trend , not a fluke , say economist and former financ minist of nigeria ngozi okonjo-iweala. in thi refreshingli candid and straightforward talk , okonjo-iweala describ the posit progress on the contin and outlin eight challeng african nation still need to address in order to creat a better futur . "
"https://www.ted.com/talks/andras_forgacs_leather_and_meat_without_killing_animals
","by 2050 , it will take 100 billion land anim to provid the world 's popul with meat , dairi , egg and leather goods. maintain thi herd will take a huge , potenti unsustain toll on the planet. what if there were a differ way ? in thi eye-open talk , tissu engin advoc andra forgac argu that biofabr meat and leather is a civil way to move past kill anim for hamburg and handbag . "
"https://www.ted.com/talks/9_11_healing_the_mothers_who_found_forgiveness_friendship
","phylli rodriguez and aicha el-wafi have a power friendship born of unthink loss. rodriguez ' son wa kill in the world trade center attack on septemb 11 , 2001 ; el-wafi 's son zacaria moussaoui wa convict of a role in those attack and is serv a life sentence. in hope to find peac , these two mom have come to understand and respect one anoth . "
"https://www.ted.com/talks/chris_jordan_pictures_some_shocking_stats
",artist chri jordan show us an arrest view of what western cultur look like. hi supers imag pictur some almost unimagin statist -- like the astonish number of paper cup we use everi singl day . 
"https://www.ted.com/talks/kees_moeliker_how_a_dead_duck_changed_my_life
","one afternoon , kee moelik got a research opportun few ornithologist would wish for : a fli duck slam into hi glass offic build , die , and then ... what happen next would chang hi life. [ note : contain graphic imag and descript of sexual behavior in anim . ] "
"https://www.ted.com/talks/laura_galante_how_to_exploit_democracy
","hack , fake news , inform bubbl ... all these and more have becom part of the vernacular in recent years. but as cyberspac analyst laura galant describ in thi alarm talk , the real target of anyon look to influenc geopolit is dastardli simpl : it 's you . "
"https://www.ted.com/talks/thomas_barnett_draws_a_new_map_for_peace
","in thi bracingli honest talk , intern secur strategist thoma barnett outlin a post-cold war solut for the founder u.s. militari that is both sensibl and breathtak in it simplic : break it in two . "
"https://www.ted.com/talks/robert_gupta_and_joshua_roman_duet_on_passacaglia
","it 's a master class in collabor as violinist robert gupta and cellist joshua roman perform halvorsen 's `` passacaglia '' for violin and viola. roman take the viola part on hi stradivariu cello. it 's power to watch the two musician connect moment to moment ( and recov from a mid-perform hiccup ) . the two are both ted fellow , and their deep connect power thi sparkl duet . "
"https://www.ted.com/talks/srikumar_rao_plug_into_your_hard_wired_happiness
","we all strive for happi -- but we spend most of our live learn to be unhappi , say srikumar rao. in thi practic talk , he teach how to break free of the `` i 'd be happi if ... '' mental model , and embrac our hard-wir happi . "
"https://www.ted.com/talks/sergey_brin_why_google_glass
","it 's not a demo , more of a philosoph argument : whi did sergey brin and hi team at googl want to build an eye-mount camera/comput , codenam glass ? onstag at ted2013 , brin call for a new way of see our relationship with our mobil comput -- not hunch over a screen but meet the world heads-up . "
"https://www.ted.com/talks/julian_treasure_shh_sound_health_in_8_steps
",julian treasur say our increasingli noisi world is gnaw away at our mental health -- even cost lives. he lay out an 8-step plan to soften thi sonic assault ( start with those cheap earbud ) and restor our relationship with sound . 
"https://www.ted.com/talks/howard_rheingold_on_collaboration
","howard rheingold talk about the come world of collabor , participatori media and collect action -- and how wikipedia is realli an outgrowth of our natur human instinct to work as a group . "
"https://www.ted.com/talks/ted_halstead_a_climate_solution_where_all_sides_can_win
","whi are we so deadlock on climat , and what would it take to overcom the seemingli insurmount barrier to progress ? polici entrepreneur ted halstead propos a transform solut base on the conserv principl of free market and limit government. learn more about how thi carbon dividend plan could trigger an intern domino effect toward a more popular , cost-effect and equit climat solut . "
"https://www.ted.com/talks/erik_johansson_impossible_photography
","erik johansson creat realist photo of imposs scene -- captur idea , not moments. in thi witti how-to , the photoshop wizard describ the principl he use to make these fantast scenario come to life , while keep them visual plausibl . "
"https://www.ted.com/talks/abraham_verghese_a_doctor_s_touch
","modern medicin is in danger of lose a power , old-fashion tool : human touch. physician and writer abraham verghes describ our strang new world where patient are mere data point , and call for a return to the tradit one-on-on physic exam . "
"https://www.ted.com/talks/alyson_mcgregor_why_medicine_often_has_dangerous_side_effects_for_women
","you might not know thi : mani of the medicin we take -- common drug like ambien and everyday aspirin -- were onli ever test on men. and the unknown side effect for women can be danger , even deadly. alyson mcgregor studi the differ between male and femal patient ; in thi fascin talk she explain how the male model becam our framework for medic research ... and what women and men need to ask their doctor to get the right care for their bodi . "
"https://www.ted.com/talks/norman_spack_how_i_help_transgender_teens_become_who_they_want_to_be
","puberti is an awkward time for just about everybodi , but for transgend teen it can be a nightmar , as they grow overnight into bodi they are n't comfort with. in a heartfelt talk , norman spack tell a person stori of how he becam one of the few doctor in the us to treat minor with hormon replac therapy. by stave off the effect of puberti , spack give tran teen the time they need . "
"https://www.ted.com/talks/bertrand_piccard_s_solar_powered_adventure
","for the dawn of a new decad , adventur bertrand piccard offer us a challeng : find motiv in what seem impossible. he share hi own plan to do what mani say ca n't be done -- to fli around the world , day and night , in a solar-pow aircraft . "
"https://www.ted.com/talks/michael_metcalfe_we_need_money_for_aid_so_let_s_print_it
","dure the financi crisi , the central bank of the unit state , unit kingdom and japan creat $ 3.7 trillion in order to buy asset and encourag investor to do the same. michael metcalf offer a shock idea : could these same central bank print money to ensur they stay on track with their goal for global aid ? without risk inflat ? "
"https://www.ted.com/talks/garry_kasparov_don_t_fear_intelligent_machines_work_with_them
","we must face our fear if we want to get the most out of technolog -- and we must conquer those fear if we want to get the best out of human , say garri kasparov. one of the greatest chess player in histori , kasparov lost a memor match to ibm supercomput deep blue in 1997. now he share hi vision for a futur where intellig machin help us turn our grandest dream into realiti . "
"https://www.ted.com/talks/lux_narayan_what_i_learned_from_2_000_obituaries
","lux narayan start hi day with scrambl egg and the question : `` who die today ? '' whi ? by analyz 2,000 new york time obituari over a 20-month period , narayan glean , in just a few word , what achiev look like over a lifetime. here he share what those immort in print can teach us about a life well live . "
"https://www.ted.com/talks/david_chalmers_how_do_you_explain_consciousness
","our conscious is a fundament aspect of our exist , say philosoph david chalmer : “there’ noth we know about more directly…. but at the same time it’ the most mysteri phenomenon in the universe.” he share some way to think about the movi play in our head . "
"https://www.ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram
","scienc fiction writer monica byrn imagin rich world popul with charact who defi our racial , social and gender stereotypes. in thi perform , byrn appear as a hologram name pilar , transmit a stori of love and loss back to us from a near futur when human have colon the universe. `` it 's alway funni what you think the futur is go to be like versu what it turn out to be , '' she say . "
"https://www.ted.com/talks/kary_mullis_on_what_scientists_do
","biochemist kari mulli talk about the basi of modern scienc : the experiment. share tale from the 17th centuri and from hi own backyard-rocketri day , mulli celebr the curios , inspir and rigor of good scienc in all it form . "
"https://www.ted.com/talks/bill_joy_muses_on_what_s_next
","technologist and futurist bill joy talk about sever big worri for human -- and sever big hope in the field of health , educ and futur tech . "
"https://www.ted.com/talks/dan_pacholke_how_prisons_can_help_inmates_live_meaningful_lives
","in the unit state , the agenc that govern prison are often call ‘depart of corrections.’ and yet , their focu is on contain and control inmates. dan pacholk , deputi secretari for the washington state depart of correct , share a differ vision : of prison that provid human live condit as well as opportun for meaning work and learn . "
"https://www.ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman
","profession arab women juggl more respons than their male counterpart , and they face more cultur rigid than western women. what can their success teach us about tenac , competit , prioriti and progress ? trace her career as an engin , advoc and mother in abu dhabi , leila hoteit share three lesson for thrive in the modern world . "
"https://www.ted.com/talks/inge_missmahl_brings_peace_to_the_minds_of_afghanistan
","when jungian analyst ing missmahl visit afghanistan , she saw the inner wound of war -- widespread despair , trauma and depression. and yet , in thi counti of 30 million peopl , there were onli two dozen psychiatrists. missmahl talk about her work help to build the countri 's system of psychosoci counsel , promot both individu and , perhap , nation heal . "
"https://www.ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here
","econom growth ha been slow for the past 50 year , but relief might come from an unexpect place -- a new form of manufactur that is neither what you thought it wa nor where you thought it was. industri system thinker olivi scalabr detail how a fourth manufactur revolut will produc a macroeconom shift and boost employ , product and growth . "
"https://www.ted.com/talks/michele_l_sullivan_asking_for_help_is_a_strength_not_a_weakness
","we all go through challeng -- some you can see , most you ca n't , say michel l. sullivan. in a talk about perspect , sullivan share stori full of wit and wisdom and remind us that we 're all part of each other 's support systems. `` the onli shoe you can walk in are your own , '' she says. `` with compass , courag and understand , we can walk togeth , side by side . '' "
"https://www.ted.com/talks/astonishing_performance_by_a_venezuelan_youth_orchestra_1
","the teresa carreño youth orchestra contain the best high school musician from venezuela 's life-chang music program , el sistema. led here by gustavo dudamel , they play shostakovich 's symphoni no. 10 , 2nd movement , and arturo márquez ' danzón no. 2 . "
"https://www.ted.com/talks/paddy_ashdown_the_global_power_shift
",paddi ashdown believ we are live in a moment in histori where power is chang in way it never ha before. in a spellbind talk he outlin the three major global shift that he see come . 
"https://www.ted.com/talks/benjamin_wallace_on_the_price_of_happiness
","can happi be bought ? to find out , author benjamin wallac sampl the world 's most expens product , includ a bottl of 1947 chateau cheval blanc , 8 ounc of kobe beef and the fabl ( notori ) kopi luwak coffee. hi critiqu may surpris you . "
"https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress
","global problem such as terror , inequ and polit dysfunct are n't easi to solv , but that doe n't mean we should stop trying. in fact , suggest journalist jonathan tepperman , we might even want to think riskier. he travel the world to ask global leader how they 're tackl hard problem -- and unearth surprisingli hope stori that he 's distil into three tool for problem-solv . "
"https://www.ted.com/talks/hans_and_ola_rosling_how_not_to_be_ignorant_about_the_world
","how much do you know about the world ? han rosl , with hi famou chart of global popul , health and incom data ( and an extra-extra-long pointer ) , demonstr that you have a high statist chanc of be quit wrong about what you think you know. play along with hi audienc quiz — then , from hans’ son ola , learn 4 way to quickli get less ignor . "
"https://www.ted.com/talks/michael_anti_behind_the_great_firewall_of_china
","michael anti ( aka jing zhao ) ha been blog from china for 12 years. despit the control the central govern ha over the internet -- `` all the server are in beij '' -- he say that hundr of million of microblogg are in fact creat the first nation public sphere in the countri 's histori , and shift the balanc of power in unexpect way . "
"https://www.ted.com/talks/ash_beckham_when_to_take_a_stand_and_when_to_let_it_go
","ash beckham recent found herself in a situat that made her ask : who am i ? she felt pull between two role — as an aunt and as an advocate. each of us feel thi struggl sometim , she say -- and offer bold suggest for how to stand up for your moral integr when it isn’t conveni . "
"https://www.ted.com/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space
","if we hope to one day leav earth and explor the univers , our bodi are go to have to get a lot better at surviv the harsh condit of space. use synthet biolog , lisa nip hope to har special power from microb on earth -- such as the abil to withstand radiat -- to make human more fit for explor space. `` we 're approach a time dure which we 'll have the capac to decid our own genet destini , '' nip says. `` augment the human bodi with new abil is no longer a question of how , but of when . '' "
"https://www.ted.com/talks/ali_carr_chellman_gaming_to_re_engage_boys_in_learning
","in her talk , ali carr-chellman pinpoint three reason boy are tune out of school in drove , and lay out her bold plan to re-engag them : bring their cultur into the classroom , with new rule that let boy be boy , and video game that teach as well as entertain . "
